boro_name,county_fips,boro_code,tract_id,pop_2000,pop_2010,pop_change,pop_percent_change,created_at,updated_at,the_geom,cartodb_id,borotract_id
Manhattan,061,1,000500,2,0,-2,-100,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,1104,1000500
Staten Island,085,5,011201,5590,5758,168,3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,2090,5011201
Brooklyn,047,3,086400,2134,2231,97,4.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,970,3086400
Queens,081,4,040500,3303,3303,0,0,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,1656,4040500
Queens,081,4,133300,3864,3679,-185,-4.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,2018,4133300
Bronx,005,2,004400,4671,4797,126,2.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,23,2004400
Bronx,005,2,004600,1419,1555,136,9.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,24,2004600
Bronx,005,2,004800,3678,3883,205,5.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,25,2004800
Bronx,005,2,005001,4871,4767,-104,-2.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,26,2005001
Bronx,005,2,005002,5869,5823,-46,-0.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,27,2005002
Bronx,005,2,005100,5634,5810,176,3.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,28,2005100
Bronx,005,2,005200,2186,2031,-155,-7.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,29,2005200
Bronx,005,2,005300,4159,4669,510,12.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,30,2005300
Bronx,005,2,005400,5550,5853,303,5.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,31,2005400
Bronx,005,2,005600,2710,2711,1,0,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,32,2005600
Bronx,005,2,005902,2682,2582,-100,-3.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,33,2005902
Bronx,005,2,006000,1081,1129,48,4.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,34,2006000
Bronx,005,2,006100,4039,3713,-326,-8.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,35,2006100
Bronx,005,2,006200,6399,6585,186,2.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,36,2006200
Bronx,005,2,006300,5885,5280,-605,-10.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,37,2006300
Bronx,005,2,006400,3967,3967,0,0,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,38,2006400
Bronx,005,2,006500,4655,5337,682,14.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,39,2006500
Bronx,005,2,006700,6491,6984,493,7.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,40,2006700
Bronx,005,2,006800,3209,2897,-312,-9.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,41,2006800
Bronx,005,2,006900,4323,7564,3241,75,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,42,2006900
Bronx,005,2,007000,4160,4584,424,10.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,43,2007000
Bronx,005,2,007100,1885,1907,22,1.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,44,2007100
Bronx,005,2,007200,5073,5432,359,7.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,45,2007200
Bronx,005,2,007300,3248,3893,645,19.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,46,2007300
Bronx,005,2,007400,3503,3710,207,5.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,47,2007400
Bronx,005,2,007500,4688,4869,181,3.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,48,2007500
Bronx,005,2,007600,4929,5190,261,5.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,49,2007600
Bronx,005,2,007700,1307,1927,620,47.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,50,2007700
Bronx,005,2,007800,6171,6418,247,4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,51,2007800
Bronx,005,2,007900,6598,6733,135,2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,52,2007900
Bronx,005,2,008300,6204,6155,-49,-0.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,53,2008300
Bronx,005,2,008400,2079,2374,295,14.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,54,2008400
Bronx,005,2,008500,5428,5457,29,0.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,55,2008500
Bronx,005,2,008600,4381,4176,-205,-4.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,56,2008600
Bronx,005,2,008700,5203,5466,263,5.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,57,2008700
Bronx,005,2,008900,2886,3177,291,10.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,58,2008900
Bronx,005,2,009000,3687,3667,-20,-0.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,59,2009000
Bronx,005,2,009200,4877,5017,140,2.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,60,2009200
Bronx,005,2,009300,5531,6356,825,14.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,61,2009300
Bronx,005,2,009600,2099,2594,495,23.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,62,2009600
Bronx,005,2,009800,5538,5038,-500,-9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,63,2009800
Bronx,005,2,011000,21,151,130,619,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,64,2011000
Bronx,005,2,011502,4139,4340,201,4.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,65,2011502
Bronx,005,2,011700,1695,1585,-110,-6.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,66,2011700
Bronx,005,2,011800,5080,5089,9,0.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,67,2011800
Bronx,005,2,011900,4793,5698,905,18.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,68,2011900
Bronx,005,2,012101,2878,3090,212,7.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,69,2012101
Bronx,005,2,012102,1619,1631,12,0.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,70,2012102
Bronx,005,2,012300,2920,4152,1232,42.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,71,2012300
Bronx,005,2,012500,2271,3905,1634,72,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,72,2012500
Bronx,005,2,012701,2309,2253,-56,-2.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,73,2012701
Bronx,005,2,012901,2728,4015,1287,47.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,74,2012901
Bronx,005,2,013000,1179,1032,-147,-12.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,75,2013000
Bronx,005,2,013100,3519,5103,1584,45,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,76,2013100
Bronx,005,2,013200,5614,5890,276,4.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,77,2013200
Bronx,005,2,013300,6047,6384,337,5.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,78,2013300
Bronx,005,2,013500,3126,3583,457,14.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,79,2013500
Bronx,005,2,013800,1940,3042,1102,56.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,80,2013800
Bronx,005,2,014100,2314,3437,1123,48.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,81,2014100
Bronx,005,2,014300,712,1003,291,40.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,82,2014300
Bronx,005,2,014400,5773,5880,107,1.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,83,2014400
Bronx,005,2,014500,4878,5816,938,19.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,84,2014500
Bronx,005,2,014701,5652,6461,809,14.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,85,2014701
Bronx,005,2,014702,5273,5110,-163,-3.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,86,2014702
Bronx,005,2,000100,12780,11091,-1689,-13.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,1,2000100
Bronx,005,2,000200,3545,4334,789,22.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,2,2000200
Bronx,005,2,000400,3314,5503,2189,66.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,3,2000400
Bronx,005,2,014900,3668,4591,923,25.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,87,2014900
Bronx,005,2,015100,4743,5409,666,14,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,88,2015100
Bronx,005,2,015200,2382,2341,-41,-1.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,89,2015200
Bronx,005,2,015300,2962,4031,1069,36.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,90,2015300
Bronx,005,2,015500,2779,3005,226,8.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,91,2015500
Bronx,005,2,015800,1211,1206,-5,-0.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,93,2015800
Bronx,005,2,015900,2170,2164,-6,-0.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,94,2015900
Bronx,005,2,016000,5196,3767,-1429,-27.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,95,2016000
Bronx,005,2,016100,4755,4380,-375,-7.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,96,2016100
Bronx,005,2,016200,1719,1769,50,2.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,97,2016200
Bronx,005,2,016300,301,0,-301,-100,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,98,2016300
Bronx,005,2,016400,1212,1141,-71,-5.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,99,2016400
Bronx,005,2,016500,1243,1077,-166,-13.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,100,2016500
Bronx,005,2,016600,2226,2166,-60,-2.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,101,2016600
Bronx,005,2,016700,1822,2047,225,12.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,102,2016700
Bronx,005,2,016900,1796,1663,-133,-7.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,103,2016900
Bronx,005,2,017100,3,0,-3,-100,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,104,2017100
Bronx,005,2,017300,4842,5987,1145,23.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,105,2017300
Bronx,005,2,017500,6466,6911,445,6.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,106,2017500
Bronx,005,2,017701,3954,4294,340,8.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,107,2017701
Bronx,005,2,017702,4165,4805,640,15.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,108,2017702
Bronx,005,2,017901,4817,4677,-140,-2.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,109,2017901
Bronx,005,2,017902,3408,3587,179,5.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,110,2017902
Bronx,005,2,018101,2983,3300,317,10.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,111,2018101
Bronx,005,2,018102,5590,5555,-35,-0.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,112,2018102
Bronx,005,2,018301,4637,4525,-112,-2.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,113,2018301
Bronx,005,2,018302,3740,3647,-93,-2.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,114,2018302
Bronx,005,2,018400,3695,3855,160,4.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,115,2018400
Bronx,005,2,018500,4750,7466,2716,57.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,116,2018500
Bronx,005,2,018900,7264,7752,488,6.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,117,2018900
Bronx,005,2,019300,5248,5461,213,4.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,118,2019300
Bronx,005,2,019400,1666,1903,237,14.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,119,2019400
Bronx,005,2,019500,7327,7756,429,5.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,120,2019500
Bronx,005,2,019700,7754,7501,-253,-3.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,121,2019700
Bronx,005,2,019900,7880,8154,274,3.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,122,2019900
Bronx,005,2,020000,4100,4878,778,19,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,123,2020000
Bronx,005,2,020100,3632,4013,381,10.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,124,2020100
Bronx,005,2,020200,1824,2155,331,18.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,125,2020200
Bronx,005,2,020400,2884,2976,92,3.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,126,2020400
Bronx,005,2,020501,8556,6996,-1560,-18.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,127,2020501
Bronx,005,2,020502,761,1764,1003,131.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,128,2020502
Bronx,005,2,020601,2375,3050,675,28.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,129,2020601
Bronx,005,2,020900,4589,4361,-228,-5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,130,2020900
Bronx,005,2,021001,7051,8521,1470,20.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,131,2021001
Bronx,005,2,021002,8753,6839,-1914,-21.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,132,2021002
Bronx,005,2,021100,4532,5565,1033,22.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,133,2021100
Bronx,005,2,021200,5232,5267,35,0.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,134,2021200
Bronx,005,2,021301,1464,1201,-263,-18,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,135,2021301
Bronx,005,2,021302,3981,5415,1434,36,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,136,2021302
Bronx,005,2,021501,3690,3506,-184,-5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,137,2021501
Bronx,005,2,021502,6726,6051,-675,-10,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,138,2021502
Bronx,005,2,021601,4339,4206,-133,-3.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,139,2021601
Bronx,005,2,021602,5293,5769,476,9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,140,2021602
Bronx,005,2,021700,4797,5334,537,11.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,141,2021700
Bronx,005,2,021800,6648,6499,-149,-2.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,142,2021800
Bronx,005,2,021900,1307,1367,60,4.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,143,2021900
Bronx,005,2,022000,1445,1487,42,2.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,144,2022000
Bronx,005,2,022101,3300,3849,549,16.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,145,2022101
Bronx,005,2,022102,5142,5488,346,6.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,146,2022102
Bronx,005,2,022200,3024,3425,401,13.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,147,2022200
Bronx,005,2,022300,5560,5047,-513,-9.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,148,2022300
Bronx,005,2,022401,2607,2708,101,3.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,149,2022401
Bronx,005,2,022403,3187,3188,1,0,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,150,2022403
Bronx,005,2,022404,3940,4509,569,14.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,151,2022404
Bronx,005,2,022500,6926,7698,772,11.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,152,2022500
Bronx,005,2,022701,3036,5196,2160,71.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,153,2022701
Bronx,005,2,022702,1964,1699,-265,-13.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,154,2022702
Bronx,005,2,022703,1585,1556,-29,-1.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,155,2022703
Bronx,005,2,022800,5777,6218,441,7.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,156,2022800
Bronx,005,2,022901,6093,5370,-723,-11.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,157,2022901
Bronx,005,2,022902,3112,3273,161,5.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,158,2022902
Bronx,005,2,023000,2754,2950,196,7.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,159,2023000
Bronx,005,2,023100,1611,1537,-74,-4.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,160,2023100
Bronx,005,2,023200,2333,2661,328,14.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,161,2023200
Bronx,005,2,023301,4916,4377,-539,-11,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,162,2023301
Bronx,005,2,023302,3545,3415,-130,-3.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,163,2023302
Bronx,005,2,023501,4405,3341,-1064,-24.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,164,2023501
Bronx,005,2,023502,5178,4386,-792,-15.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,165,2023502
Bronx,005,2,023600,1873,1907,34,1.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,166,2023600
Bronx,005,2,023702,1212,1241,29,2.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,167,2023702
Bronx,005,2,023703,4860,5253,393,8.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,168,2023703
Bronx,005,2,023704,3774,3758,-16,-0.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,169,2023704
Bronx,005,2,023800,2335,2615,280,12,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,170,2023800
Bronx,005,2,023900,8094,8348,254,3.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,171,2023900
Bronx,005,2,024000,3502,3882,380,10.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,172,2024000
Bronx,005,2,024100,5955,6182,227,3.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,173,2024100
Bronx,005,2,024300,5415,5685,270,5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,174,2024300
Bronx,005,2,024400,2083,2120,37,1.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,175,2024400
Bronx,005,2,024501,4895,4864,-31,-0.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,176,2024501
Bronx,005,2,024502,3645,3640,-5,-0.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,177,2024502
Bronx,005,2,024600,2086,2058,-28,-1.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,178,2024600
Bronx,005,2,024700,1807,1764,-43,-2.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,179,2024700
Bronx,005,2,024800,3245,3363,118,3.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,180,2024800
Bronx,005,2,024900,144,0,-144,-100,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,181,2024900
Bronx,005,2,025000,2297,2383,86,3.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,182,2025000
Bronx,005,2,025100,6639,6802,163,2.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,183,2025100
Bronx,005,2,025200,2417,2530,113,4.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,184,2025200
Bronx,005,2,025300,6402,6332,-70,-1.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,185,2025300
Bronx,005,2,025400,1886,1959,73,3.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,186,2025400
Bronx,005,2,025500,6567,6529,-38,-0.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,187,2025500
Bronx,005,2,025600,1727,1663,-64,-3.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,188,2025600
Bronx,005,2,025700,1637,1912,275,16.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,189,2025700
Bronx,005,2,026100,1517,1932,415,27.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,190,2026100
Bronx,005,2,026300,7978,6984,-994,-12.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,191,2026300
Bronx,005,2,026400,4798,4935,137,2.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,192,2026400
Bronx,005,2,026500,6724,6942,218,3.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,193,2026500
Bronx,005,2,026601,3003,2911,-92,-3.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,194,2026601
Bronx,005,2,026602,5266,5301,35,0.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,195,2026602
Bronx,005,2,026701,3620,4037,417,11.5,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,196,2026701
Bronx,005,2,026702,7333,7040,-293,-4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,197,2026702
Bronx,005,2,026900,4098,3777,-321,-7.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,198,2026900
Bronx,005,2,027300,7943,7942,-1,0,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,199,2027300
Bronx,005,2,027401,5372,4785,-587,-10.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,200,2027401
Bronx,005,2,027402,3117,3386,269,8.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,201,2027402
Bronx,005,2,027600,7,473,466,6657.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,202,2027600
Bronx,005,2,027700,5339,5065,-274,-5.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,203,2027700
Bronx,005,2,027900,7182,6966,-216,-3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,204,2027900
Bronx,005,2,028100,3824,3794,-30,-0.8,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,205,2028100
Bronx,005,2,028300,2249,3149,900,40,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,206,2028300
Bronx,005,2,028400,857,894,37,4.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,207,2028400
Bronx,005,2,028500,3238,3307,69,2.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,208,2028500
Bronx,005,2,028600,1268,1191,-77,-6.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,209,2028600
Bronx,005,2,028700,3159,3178,19,0.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,210,2028700
Bronx,005,2,028800,3066,3097,31,1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,211,2028800
Bronx,005,2,028900,4627,4502,-125,-2.7,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,212,2028900
Bronx,005,2,029301,1863,1875,12,0.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,213,2029301
Bronx,005,2,029302,5506,5052,-454,-8.2,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,214,2029302
Bronx,005,2,029500,4081,4240,159,3.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,215,2029500
Bronx,005,2,029600,3801,2549,-1252,-32.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,216,2029600
Bronx,005,2,029700,3639,3554,-85,-2.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,217,2029700
Bronx,005,2,030000,5862,5838,-24,-0.4,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,218,2030000
Bronx,005,2,030100,1510,1304,-206,-13.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,219,2030100
Bronx,005,2,030200,8864,8887,23,0.3,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,220,2030200
Bronx,005,2,030701,5580,5378,-202,-3.6,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,221,2030701
Bronx,005,2,030900,3745,3891,146,3.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,222,2030900
Bronx,005,2,031000,4284,4415,131,3.1,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,223,2031000
Bronx,005,2,031200,1569,1524,-45,-2.9,2014-02-23 16:51:03.423+00,2014-02-23 17:10:54.437475+00,,224,2031200
